Well ID,Depth,Temp
NWG 55-29,361.5943898,61.80894446
NWG 55-29,361.7467898,61.80800001
NWG 55-29,361.8991898,61.80794446
NWG 55-29,362.0515898,61.80883334
NWG 55-29,362.2039898,61.80627779
NWG 55-29,362.3563898,61.80672223
NWG 55-29,362.5087898,61.81094446
NWG 55-29,362.6611898,61.80877779
NWG 55-29,362.8135898,61.81133334
NWG 55-29,362.9659898,61.80916668
NWG 55-29,363.1183898,61.81050001
NWG 55-29,363.2707898,61.80705557
NWG 55-29,363.4231898,61.81383334
NWG 55-29,363.5755898,61.81633334
NWG 55-29,363.7279898,61.81683334
NWG 55-29,363.8803898,61.8133889
NWG 55-29,364.0327898,61.81844446
NWG 55-29,364.1851898,61.8188889
NWG 55-29,364.3375898,61.81583334
NWG 55-29,364.4899898,61.81627779
NWG 55-29,364.6423898,61.81672223
NWG 55-29,364.7947898,61.81850001
NWG 55-29,364.9471898,61.82105557
NWG 55-29,365.0995898,61.82661112
NWG 55-29,365.2519898,61.82533334
NWG 55-29,365.4043898,61.82533334
NWG 55-29,365.5567898,61.83000001
NWG 55-29,365.7091898,61.83005557
NWG 55-29,365.8615898,61.82922223
NWG 55-29,366.0139898,61.83011112
NWG 55-29,366.1663898,61.83305557
NWG 55-29,366.3187898,61.82961112
NWG 55-29,366.4711898,61.81727779
NWG 55-29,366.6235898,61.83055557
NWG 55-29,366.7759898,61.83305557
NWG 55-29,366.9283898,61.83477779
NWG 55-29,367.0807898,61.83727779
NWG 55-29,367.2331898,61.84100001
NWG 55-29,367.3855898,61.84311112
NWG 55-29,367.5379898,61.84483334
NWG 55-29,367.6903898,61.84572223
NWG 55-29,367.8427898,61.84744446
NWG 55-29,367.9951898,61.84833334
NWG 55-29,368.1475898,61.84833334
NWG 55-29,368.2999898,61.8478889
NWG 55-29,368.4523898,61.84877779
NWG 55-29,368.6047898,61.85050001
NWG 55-29,368.7571898,61.85650001
NWG 55-29,368.9095898,61.85822223
NWG 55-29,369.0619898,61.8598889
NWG 55-29,369.2143898,61.86244446
NWG 55-29,369.3667898,61.87022223
NWG 55-29,369.5191898,61.86472223
NWG 55-29,369.6715898,61.86644446
NWG 55-29,369.8239898,61.87066668
NWG 55-29,369.9763898,61.87666668
NWG 55-29,370.1287898,61.87577779
NWG 55-29,370.2811898,61.87616668
NWG 55-29,370.4335898,61.88122223
NWG 55-29,370.5859898,61.88155557
NWG 55-29,370.7383898,61.88666668
NWG 55-29,370.8907898,61.89600001
NWG 55-29,371.0431898,61.89855557
NWG 55-29,371.1955898,61.90411112
NWG 55-29,371.3479898,61.90577779
NWG 55-29,371.5003898,61.90583334
NWG 55-29,371.6527898,61.90672223
NWG 55-29,371.8051898,61.91055557
NWG 55-29,371.9575898,61.91227779
NWG 55-29,372.1099898,61.91477779
NWG 55-29,372.2623898,61.92161112
NWG 55-29,372.4147898,61.92372223
NWG 55-29,372.5671898,61.92705557
NWG 55-29,372.7195898,61.93000001
NWG 55-29,372.8719898,61.93333334
NWG 55-29,373.0243898,61.93416668
NWG 55-29,373.1767898,61.93505557
NWG 55-29,373.3291898,61.93505557
NWG 55-29,373.4815898,61.9358889
NWG 55-29,373.6339898,61.93722223
NWG 55-29,373.7863898,61.93855557
NWG 55-29,373.9387898,61.94372223
NWG 55-29,374.0911898,61.94755557
NWG 55-29,374.2435898,61.9513889
NWG 55-29,374.3959898,61.9543889
NWG 55-29,374.5483898,61.95566668
NWG 55-29,374.7007898,61.95700001
NWG 55-29,374.8531898,61.9548889
NWG 55-29,375.0055898,61.95022223
NWG 55-29,375.1579898,61.95105557
NWG 55-29,375.3103898,61.95194446
NWG 55-29,375.4627898,61.95711112
NWG 55-29,375.6151898,61.95844446
NWG 55-29,375.7675898,61.9618889
NWG 55-29,375.9199898,61.9648889
NWG 55-29,376.0723898,61.96611112
NWG 55-29,376.2247898,61.96994446
NWG 55-29,376.3771898,61.97672223
NWG 55-29,376.5295898,61.97966668
NWG 55-29,376.6819898,61.98561112
NWG 55-29,376.8343898,61.98472223
NWG 55-29,376.9867898,61.9863889
NWG 55-29,377.1391898,61.98766668
NWG 55-29,377.2915898,61.99022223
NWG 55-29,377.4439898,61.99577779
NWG 55-29,377.5963898,62.00050001
NWG 55-29,377.7487898,62.00477779
NWG 55-29,377.9011898,62.0068889
NWG 55-29,378.0535898,62.01200001
NWG 55-29,378.2059898,62.02100001
NWG 55-29,378.3583898,62.02233334
NWG 55-29,378.5107898,62.01850001
NWG 55-29,378.6631898,62.02061112
NWG 55-29,378.8155898,62.02361112
NWG 55-29,378.9679898,62.02444446
NWG 55-29,379.1203898,62.03122223
NWG 55-29,379.2727898,62.03383334
NWG 55-29,379.4251898,62.03511112
NWG 55-29,379.5775898,62.03894446
NWG 55-29,379.7299898,62.04105557
NWG 55-29,379.8823898,62.04411112
NWG 55-29,380.0347898,62.04244446
NWG 55-29,380.1871898,62.04250001
NWG 55-29,380.3395898,62.04255557
NWG 55-29,380.4919898,62.04427779
NWG 55-29,380.6443898,62.04427779
NWG 55-29,380.7967898,62.04805557
NWG 55-29,380.9491898,62.05233334
NWG 55-29,381.1015898,62.05361112
NWG 55-29,381.2539898,62.05661112
NWG 55-29,381.4063898,62.06172223
NWG 55-29,381.5587898,62.06466668
NWG 55-29,381.7111898,62.06766668
NWG 55-29,381.8635898,62.0688889
NWG 55-29,382.0159898,62.06627779
NWG 55-29,382.1683898,62.06966668
NWG 55-29,382.3207898,62.06961112
NWG 55-29,382.4731898,62.07172223
NWG 55-29,382.6255898,62.07516668
NWG 55-29,382.7779898,62.08111112
NWG 55-29,382.9303898,62.08322223
NWG 55-29,383.0827898,62.08872223
NWG 55-29,383.2351898,62.09600001
NWG 55-29,383.3875898,62.10027779
NWG 55-29,383.5399898,62.10033334
NWG 55-29,383.6923898,62.09983334
NWG 55-29,383.8447898,62.09983334
NWG 55-29,383.9971898,62.10244446
NWG 55-29,384.1495898,62.10377779
NWG 55-29,384.3019898,62.10944446
NWG 55-29,384.4543898,62.11633334
NWG 55-29,384.6067898,62.1218889
NWG 55-29,384.7591898,62.12744446
NWG 55-29,384.9115898,62.1303889
NWG 55-29,385.0639898,62.13077779
NWG 55-29,385.2163898,62.1353889
NWG 55-29,385.3687898,62.13927779
NWG 55-29,385.5211898,62.14305557
NWG 55-29,385.6735898,62.15066668
NWG 55-29,385.8259898,62.15150001
NWG 55-29,385.9783898,62.15666668
NWG 55-29,386.1307898,62.15927779
NWG 55-29,386.2831898,62.16405557
NWG 55-29,386.4355898,62.1678889
NWG 55-29,386.5879898,62.1703889
NWG 55-29,386.7403898,62.17633334
NWG 55-29,386.8927898,62.17633334
NWG 55-29,387.0451898,62.17333334
NWG 55-29,387.1975898,62.17155557
NWG 55-29,387.3499898,62.17066668
NWG 55-29,387.5023898,62.17227779
NWG 55-29,387.6547898,62.17400001
NWG 55-29,387.8071898,62.17394446
NWG 55-29,387.9595898,62.17733334
NWG 55-29,388.1119898,62.18111112
NWG 55-29,388.2643898,62.18583334
NWG 55-29,388.4167898,62.19316668
NWG 55-29,388.5691898,62.19744446
NWG 55-29,388.7215898,62.19877779
NWG 55-29,388.8739898,62.20305557
NWG 55-29,389.0263898,62.20905557
NWG 55-29,389.1787898,62.2133889
NWG 55-29,389.3311898,62.21727779
NWG 55-29,389.4835898,62.22111112
NWG 55-29,389.6359898,62.22322223
NWG 55-29,389.7883898,62.22744446
NWG 55-29,389.9407898,62.23722223
NWG 55-29,390.0931898,62.24227779
NWG 55-29,390.2455898,62.24566668
NWG 55-29,390.3979898,62.24866668
NWG 55-29,390.5503898,62.25033334
NWG 55-29,390.7027898,62.25077779
NWG 55-29,390.8551898,62.2473889
NWG 55-29,391.0075898,62.25077779
NWG 55-29,391.1599898,62.24911112
NWG 55-29,391.3123898,62.25122223
NWG 55-29,391.4647898,62.25544446
NWG 55-29,391.6171898,62.25966668
NWG 55-29,391.7695898,62.26433334
NWG 55-29,391.9219898,62.27327779
NWG 55-29,392.0743898,62.27705557
NWG 55-29,392.2267898,62.2808889
NWG 55-29,392.3791898,62.29072223
NWG 55-29,392.5315898,62.2898889
NWG 55-29,392.6839898,62.28944446
NWG 55-29,392.8363898,62.29333334
NWG 55-29,392.9887898,62.29505557
NWG 55-29,393.1411898,62.29933334
NWG 55-29,393.2935898,62.30400001
NWG 55-29,393.4459898,62.30783334
NWG 55-29,393.5983898,62.31072223
NWG 55-29,393.7507898,62.31544446
NWG 55-29,393.9031898,62.31983334
NWG 55-29,394.0555898,62.3253889
NWG 55-29,394.2079898,62.32411112
NWG 55-29,394.3603898,62.32750001
NWG 55-29,394.5127898,62.33050001
NWG 55-29,394.6651898,62.33344446
NWG 55-29,394.8175898,62.33772223
NWG 55-29,394.9699898,62.33977779
NWG 55-29,395.1223898,62.34522223
NWG 55-29,395.2747898,62.34555557
NWG 55-29,395.4271898,62.3493889
NWG 55-29,395.5795898,62.35072223
NWG 55-29,395.7319898,62.35244446
NWG 55-29,395.8843898,62.35550001
NWG 55-29,396.0367898,62.35983334
NWG 55-29,396.1891898,62.36116668
NWG 55-29,396.3415898,62.3663889
NWG 55-29,396.4939898,62.37200001
NWG 55-29,396.6463898,62.37416668
NWG 55-29,396.7987898,62.37805557
NWG 55-29,396.9511898,62.38400001
NWG 55-29,397.1035898,62.3873889
NWG 55-29,397.2559898,62.38955557
NWG 55-29,397.4083898,62.39122223
NWG 55-29,397.5607898,62.39500001
NWG 55-29,397.7131898,62.40016668
NWG 55-29,397.8655898,62.40227779
NWG 55-29,398.0179898,62.40350001
NWG 55-29,398.1703898,62.4093889
NWG 55-29,398.3227898,62.41450001
NWG 55-29,398.4751898,62.41961112
NWG 55-29,398.6275898,62.42472223
NWG 55-29,398.7799898,62.42894446
NWG 55-29,398.9323898,62.43361112
NWG 55-29,399.0847898,62.43916668
NWG 55-29,399.2371898,62.43916668
NWG 55-29,399.3895898,62.4468889
NWG 55-29,399.5419898,62.44816668
NWG 55-29,399.6943898,62.44861112
NWG 55-29,399.8467898,62.45033334
NWG 55-29,399.9991898,62.44905557
NWG 55-29,400.1515898,62.4528889
NWG 55-29,400.3039898,62.45422223
NWG 55-29,400.4563898,62.45427779
NWG 55-29,400.6087898,62.46361112
NWG 55-29,400.7611898,62.46744446
NWG 55-29,400.9135898,62.47255557
NWG 55-29,401.0659898,62.47727779
NWG 55-29,401.2183898,62.48194446
NWG 55-29,401.3707898,62.48450001
NWG 55-29,401.5231898,62.48950001
NWG 55-29,401.6755898,62.49072223
NWG 55-29,401.8279898,62.49283334
NWG 55-29,401.9803898,62.49411112
NWG 55-29,402.1327898,62.4978889
NWG 55-29,402.2851898,62.49916668
NWG 55-29,402.4375898,62.50127779
NWG 55-29,402.5899898,62.50211112
NWG 55-29,402.7423898,62.50383334
NWG 55-29,402.8947898,62.5063889
NWG 55-29,403.0471898,62.50600001
NWG 55-29,403.1995898,62.50561112
NWG 55-29,403.3519898,62.51200001
NWG 55-29,403.5043898,62.51455557
NWG 55-29,403.6567898,62.51883334
NWG 55-29,403.8091898,62.52350001
NWG 55-29,403.9615898,62.52822223
NWG 55-29,404.1139898,62.53211112
NWG 55-29,404.2663898,62.53727779
NWG 55-29,404.4187898,62.5393889
NWG 55-29,404.5711898,62.54022223
NWG 55-29,404.7235898,62.54066668
NWG 55-29,404.8759898,62.54455557
NWG 55-29,405.0283898,62.5453889
NWG 55-29,405.1807898,62.54533334
NWG 55-29,405.3331898,62.54700001
NWG 55-29,405.4855898,62.55377779
NWG 55-29,405.6379898,62.55166668
NWG 55-29,405.7903898,62.55505557
NWG 55-29,405.9427898,62.55800001
NWG 55-29,406.0951898,62.56311112
NWG 55-29,406.2475898,62.56611112
NWG 55-29,406.3999898,62.56872223
NWG 55-29,406.5523898,62.57216668
NWG 55-29,406.7047898,62.57383334
NWG 55-29,406.8571898,62.57383334
NWG 55-29,407.0095898,62.57683334
NWG 55-29,407.1619898,62.57855557
NWG 55-29,407.3143898,62.58622223
NWG 55-29,407.4667898,62.59350001
NWG 55-29,407.6191898,62.59644446
NWG 55-29,407.7715898,62.60150001
NWG 55-29,407.9239898,62.60194446
NWG 55-29,408.0763898,62.60450001
NWG 55-29,408.2287898,62.60277779
NWG 55-29,408.3811898,62.60411112
NWG 55-29,408.5335898,62.60455557
NWG 55-29,408.6859898,62.60622223
NWG 55-29,408.8383898,62.61266668
NWG 55-29,408.9907898,62.61566668
NWG 55-29,409.1431898,62.61616668
NWG 55-29,409.2955898,62.61744446
NWG 55-29,409.4479898,62.62166668
NWG 55-29,409.6003898,62.62850001
NWG 55-29,409.7527898,62.62844446
NWG 55-29,409.9051898,62.63144446
NWG 55-29,410.0575898,62.63527779
NWG 55-29,410.2099898,62.6343889
NWG 55-29,410.3623898,62.63733334
NWG 55-29,410.5147898,62.63816668
NWG 55-29,410.6671898,62.64372223
NWG 55-29,410.8195898,62.64633334
NWG 55-29,410.9719898,62.65150001
NWG 55-29,411.1243898,62.65450001
NWG 55-29,411.2767898,62.66177779
NWG 55-29,411.4291898,62.66094446
NWG 55-29,411.5815898,62.6643889
NWG 55-29,411.7339898,62.66566668
NWG 55-29,411.8863898,62.66522223
NWG 55-29,412.0387898,62.66605557
NWG 55-29,412.1911898,62.67194446
NWG 55-29,412.3435898,62.67322223
NWG 55-29,412.4959898,62.67916668
NWG 55-29,412.6483898,62.6828889
NWG 55-29,412.8007898,62.6883889
NWG 55-29,412.9531898,62.69772223
